"Id";"Id_material";"Material_desc";"Material_type";"Uom";"Family";"is_active";"Crtdt";"Crtby";"Upddt";"Updby"
"2";"S0641221871";"DRIVE SHAFT MC.TSL14";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-18-05 16:12";"Prime"
"3";"TM350C01201";"THRUST SPLINE M/C.FPR-3";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"4";"TM303C01103";"S/ROLLER ASS'Y.MELROE";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"5";"S0151215894";"INTERNAL GEAR ASSY. TSL12";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"6";"M302C0031";"PINION ASS'Y.?? 22HP";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"7";"S0141206243";"SATELLITE GEAR. TSL12";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"8";"E000V601100";"STATOR VARNISHING.TG11";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"9";"G4022605342";"F/BRACKET M/C.BOBCAT V2607";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"10";"G0002655750P";"COMPLETE F/HOUSING.THETA-FR.TG11";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"11";"TM302C04801";"PINION ASS'Y.L-ENGINE";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"12";"S3501198046";"THRUST SPLINE HEATING.DL08";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"13";"G4022627569";"F/BKT M/C TF110 TRACTOR,ANODIZING";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"14";"G4042605332";"BALL BEARING-F.BLUE.B17-102A7-A HAB";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"15";"K504101";"BALL BEARING-F.HA1S.GAMMA";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"16";"3EM0589";"THRUST SPLINE M/C.15 TON";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"17";"G4022618219";"FRONT BRACKET M/C.KAPPA 3CYL NEW AMS-D";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"18";"S3001216692";"ORC ASS'Y.GAMMA2 N/ISG";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"19";"S3031250062";"S/ROLLER ASS'Y.3TON ARMY";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"20";"505745";"PINION ASS'Y.J2/JT";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"21";"G0002605790P";"COMPLETE F/HOUSING.V/PENTA 120A";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"22";"TM303C01604";"S/ROLLER ASS'Y.E-4100";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"23";"G4022655538";"FRONT BRACKET M/C.GAMMA";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"24";"G4022610456";"F/BRACKET M/C.A2 TG9";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"25";"3EM0613";"ARM ASS'Y.15TON";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"26";"TM800N06601";"YOKE B/H ASS'Y.1TON22(???)";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"27";"K516203";"BALL BEARING-F.M-150 CVT";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"28";"3EM0590";"PINION ASS'Y.15TON";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"29";"3EM0672";"THRUST SPLINE M/C.I TON";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"30";"S3501250476";"THRUST SPLINE HEATING.H-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"31";"TM800N06801";"YOKE-B/HOLDER ASS'Y.L-ENGINE.";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"32";"S0001209573";"S/T. F-ENG EURO6 (DIODE) TS50HS, 48200";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"33";"S8001198805";"YOKE-B/HOLDER ASS'Y.FG-ENG.";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"34";"TM304B01106";"SHAFT GUIDE.3T";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"35";"S4001201950";"MAGNET SWITCH ASS'Y.H-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"36";"531251";"ROTOR ASS'Y. GAMMA2 INA 110A SOLID FG12T";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"37";"S4001203940";"MAGNET SWITCH ASS'Y. QZ L-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"38";"N0002605939";"REGULATOR ASS'Y.V/PENTA 120A";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"39";"TM350C02501";"THRUST SPLINE M/C.D/DONG 22HP";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"40";"L0002710027";"PULLEY.NU-ID AMS FG10T";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"41";"S3031250507";"S/ROLLER ASS'Y.H-ENG";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"42";"505743";"T/SPLINE MC.J2/JT";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"43";"S305190484";"SATELLITE PIN. TSL";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"44";"K301413";"LIQUID GREASE.S310A";"COMP";"KG";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"45";"EMBD0191";"ROLLER.6D16,KH";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"46";"TM303C01609";"S/ROLLER ASS'Y.DAEDONG 50HP";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"47";"S0571205800";"GASKET SHEET. TSL12";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"48";"N0002655125";"REGULATOR ASS'Y.DELTA TG-11";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"49";"EMPD0199";"ROLLER/ S.6D16,KH";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"50";"D0002627465";"RECTIFIER ASS'Y. TF110 TRACTOR";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"51";"TM400B14001";"MAGNET SWITCH ASS'Y.L-ENG(DIODE)";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"52";"TA200C13901";"ROTOR ASS'Y.M-150/5MT";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"53";"G4022655830";"FRONT BRACKET M/C.JOHN DEERE";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"54";"TM000A37301";"S/T. LC A/T. TS9K";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"55";"G4022655108";"F/BRACKET M/C.TB ALPHA.TG9";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"56";"G4022655752";"F/BRACKET M/C.THETA-FR";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"57";"S2001250040";"ARM ASS'Y.3TON ARMY";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"58";"K303140";"SEALANT.MELROE (Dow Corning 3140 RTV 1)";"COMP";"KG";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"59";"TA100B10101";"STATOR ASS'Y.M-150/5MT";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"60";"E1002609967X";"STATOR WINDING. FG12T (Varnished)";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"61";"S4001201379";"MAGNET SWITCH ASS'Y.DL08";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"62";"N0002655063";"REGULATOR ASS'Y.SM-520.TG9";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"63";"S351A1195095";"SPL WASHER ASS'Y.H-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"64";"G0002655293P";"COMPLETE F/HOUSING.THETA.TG12";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"65";"S0001251025";"S/T. W-ENG NEW, 45501";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"66";"S8001206731";"YOKE-B/HOLDER ASS'Y.DONGYANG 55HP";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"67";"TM351C00501";"SPL WASHER.FPR3";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"68";"F0002610466";"ROTOR ASS'Y.TG11";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"69";"D0002655534";"RECTIFIER ASS'Y.GAMMA TG9";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"70";"2EM0701";"M/SWITCH ASS'Y.Y-2 24L";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"71";"4EM1394";"LEVER GUIDE.D-2366";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"72";"E0002601100";"STATOR ASS'Y.Delta TG-11";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"73";"TM010C00501";"GEAR BRACKET MC.L-ENGINE..";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"74";"K306127";"LIQUID GREASE.CM-55";"COMP";"G";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"75";"TM800N07201";"YOKE-B/HOLDER ASS'Y.3TON(F/LIFT) NEW";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"76";"TM200B04701";"ARM ASS'Y.DELTA A/T TS14K";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"77";"TM800N07401";"YOKE-B/HOLDER ASS'Y.6D22";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"78";"TM400B10201";"MAGNET SWITCH ASS'Y.MELROE";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"79";"K410445";"DIODE+.ACTRON 35A 225";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"80";"TM024C03801";"PINION.MELROE 700";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"81";"TM800N06701";"YOKE-B/HOLDER ASS'Y.. 15TON DUMP HD";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"82";"4EM2030Q";"LEVER GUIDE QUE.Y-2 24";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"83";"K410446";"DIODE-.ACTRON 35A 225";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"84";"S0241198756";"PINION.HEAT TREATMENT.FG-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"85";"TM400B08305";"MAGNET SWITCH ASS'Y.1TON(HP-1)";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"86";"505784";"MAGNET SWITCH ASS'Y.J2/JT ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"87";"S2001250457";"ARM ASS'Y.J2/JT ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"88";"E000V655246";"STATOR VARNISHING.TB ALPHA";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"89";"N0002655650";"REGULATOR ASS'Y.KAPPA";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"90";"G4062601799";"RETAINER.TG11";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"91";"S7001204287";"RELAY ASS'Y.QZ L-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"92";"L0052610127";"OAD.GAMMA AMS OAD.PCD58.GR6. 37320-2B000";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"93";"S8001209289";"YOKE-B/HOLDER ASS'Y.G-CNG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"94";"TM200B02001";"ARM ASS'Y.3TON ??";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"95";"S0031201627";"F/BKT ASS'Y.DL06-ENG EXCAVATOR";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"96";"A0002715254";"ALT. BOBCAT K26 EXCAVATOR SG7K";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"97";"TM307C01201";"ORC COVER.FPR3";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"98";"3EM0745";"THRUST SPLINE M/C.6D-16";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"99";"G0002655586P";"COMPLETE F/HOUSING.EX2.0";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"100";"TM950C00501";"O-RING.DAE DONG 22HP";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"101";"D0002721990";"RECTIFIER ASS'Y.BOBCAT K26 EXCAVATOR SG7";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"102";"TM800N01401";"YOKE-BRUSH HOLDER ASS'Y.DAE DONG 22HP";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"103";"A0002655300";"ALT. VOLVO PENTA MULTI 50 12V 75A SG7K";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"104";"K306128";"PAINT.TG.Primalcro BS Black.2604139";"COMP";"KG";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"105";"TA302C01501";"RETAINER.M/M FDL 828506";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"106";"S8001250239";"YOKE-BRUSH HOLDER ASS'Y.W-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"107";"K306142";"RESIN B. TG11. SYLGARD 567B";"COMP";"KG";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"108";"G0002655489P";"COMPLETE F/HOUSING.U-ENG AS.TG12";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"109";"S9011198356";"DRIVE SHAFT BUSH. RSML14";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"110";"E0002655246";"STATOR ASS'Y.TB ALPHA TG9";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"111";"E000V609969X";"STATOR VARNISHING. FG12T";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"112";"S8001250216";"YOKE-BRUSH HOLDER ASS'Y.3TON ARMY";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"113";"S2001250704";"ARMATURE ASS'Y.FS14";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"114";"3EM0953";"YOKE PACKING.Y-2 24L";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"115";"G4022605792";"F/BRACKET M/C.V/PENTA 120A";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"116";"K306139";"LIQUID GREASE.CM-S25A";"COMP";"KG";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"117";"TM300C01201";"ORC ASS'Y.NB-5 DOHC-A/T";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"118";"S4001201632";"MAGNET SWITCH - RELAY ASS'Y.DL06-ENG EXC";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"119";"TM004M01601";"LEVER ASS'Y. FG-ENG";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"120";"506651";"YOKE-BRUSH HOLDER ASS'Y.J2/JT S/T";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"121";"TM200B01402";"ARM ASS'Y.VOLVO PENTA ??";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"122";"TM014C00401";"PLANET GEAR ASS'Y.FPR3";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"123";"S0031202529";"F/BKT ASS'Y.VOLVO PENTA 6.0L";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"124";"4EM1387";"ROLLER/ S.URIMAN 35KW";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"125";"G4082655149";"SCREW.TG";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"126";"G0002656097P";"COMPLETE FRONT HOUSING.M1G";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"127";"S8001250509";"YOKE-BRUSH HOLDER ASS'Y.H-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"128";"N0002655273";"REGULATOR ASS'Y.VOLVO PENTA 1Grv";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"129";"S0031198755";"F/BKT ASS'Y.FG-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"130";"S3051250031";"ROLLER.3TON ARMY";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"131";"K200960";"INGOT SOLDER. S-230.SN99. 444g";"COMP";"G";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"132";"S7001199226";"SUB SWITCH ASS'Y.FG-ENG.";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"133";"S3141250026";"ROLLER SUPPORT.3TON ARMY";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"134";"TM800N00801";"YOKE-BRUSH HOLDER ASS'Y.1 TON";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"135";"4EM1386";"ROLLER.15T,L-eng diode";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"136";"N0002721055";"REGULATOR ASS'Y. GAMMA2 110A";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"137";"TM800N06501";"YOKE B/H ASS'Y.1TON22(HP-1)";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"138";"S4001204893";"MAGNET SWITCH ASS'Y.G-CNG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"139";"B1542619974";"MOUNTING BOLT.KAPPA 3CYL NEW (TG9)";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"140";"TM304B01101";"SHAFT GUIDE.1 TON N/ARMDADA";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"141";"S9631250006";"DAMPER.3TON ARMY";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"142";"S8001214923";"YOKE-B/HOLDER ASS'Y.H-ENG ARMY FS80";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"143";"S4001199216";"MAGNET SWITCH ASS'Y.FG-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"144";"TA600B16001";"RECTIFIER ASS'Y.TB_EPSILON";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"145";"S0241250429";"PINION.HEAT TREATMENT.N-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"146";"D0002610997";"RECTIFIER ASS'Y.KAPPA 3CYL AMS TG9";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"147";"G0002655083P";"COMPLETE F/HOUSING.SM-525.TG11";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"148";"K306141";"RESIN A. TG11. SYLGARD 567A";"COMP";"KG";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"149";"3EM0779";"ORC ASS'Y.D-3";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"150";"S2001214921";"ARM ASS'Y.H-ENG ARMY FS80";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"151";"TM800N01202";"YOKE-BRUSH HOLDER ASS'Y.DAEDONG 50HP";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"152";"D0002610887";"RECTIFIER ASS'Y.A2 TG9";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"153";"505736";"F/R BKT ASS'Y.J2/JT S/T";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"154";"S0031198170";"F/BKT ASS'Y.3T FORK-LIFT TS50KS";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"155";"S3071250027";"ORC COVER.3TON AMRY";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"156";"S4001250237";"MAGNET SWITCH ASS'Y.W-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"157";"TM400B08301";"MAGNET SWITCH ASS'Y.";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"158";"TM302C02102";"PINION ASS'Y.VOLVO PENTA";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"159";"K400387";"OA PULLEY.A2 AMS.PCD60*7G";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"160";"TM200B01601";"ARM ASS'Y.1TON ??";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"161";"S8001206490";"YOKE-B/HOLDER ASS'Y.DAEDONG 68HP";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"162";"S4001250219";"MAGNET SWITCH ASS'Y.3TON ARMY";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"163";"S3031198044";"S/ROLLER ASS'Y.DL08";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"164";"K300821";"STEEL BALL.Y-2 24L";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"165";"4EM1392";"ORC COVER.6D22";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"166";"K302232";"SILICON SEALENT.VOLVO PENTA 30L";"COMP";"KG";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"167";"TS062C00301";"SCREW FLANGE.SCREW 12A.M5*P0.8*L16.0";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"168";"L0002655110";"PULLEY.TB-ALPHA";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"169";"E0002609969X";"STATOR ASS'Y. FG12T";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"170";"S3051250473";"ROLLER.H-ENG";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"171";"S4001199336";"MAGNET SWITCH ASS'Y.3T FORK-LIFT TS50KS";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"172";"F0002655963";"ROTOR ASS'Y.S-ENG. TG15";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
