"Id";"Id_material";"Material_desc";"Material_type";"Uom";"Family";"is_active";"Crtdt";"Crtby";"Upddt";"Updby"
"362";"S1001210259";"YOKE ASS'Y. X-100 ISG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"363";"K500543";"WASHER SPRING. F-ENG(TRK),S/T L-ENG ETC";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"364";"G4022711794";"F/BRACKET M/C.GAMMA2 110A SOLID FG12T+";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"365";"TM003B15401";"F/BKT ASS'Y.LC A/T";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"366";"K500218";"WASHER SPRING.PORTER";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"367";"3EM0955";"ORC ASS'Y.Y-2 24L";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"368";"S0001250295";"S/T. U-ENG XD 12V 1.7KW D70 TS18K";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"369";"B8702614280";"NAME PLATE. GAMMA OAD";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"370";"B7202547855";"THROUGH BOLT. FG10T";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"371";"TS042C00401";"SCREW SET/C.M-150.SWCH 12A.M5*P0.8*L21.0";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"372";"S0191196971";"THROUGH BOLT.ESM14";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"373";"3EM0948";"PLANET SHAFT ASS'Y.Y-2 24L";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"374";"E3222608761";"INSULATION TUBE. D3.0 YELLOW SPT 2608761";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"375";"TA901C00710";"SPACER-P.M-150/5MT";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"376";"TM800N01101";"YOKE-BRUSH HOLDER ASS'Y.W-3 22KW";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"377";"B8002610365";"COVER.THETA OAP55";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"378";"B8002627448";"COVER. TF110 TRACTOR";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"379";"K300635";"GREASE. MS-202";"COMP";"G";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"380";"3EM0946";"LEVER.Y-2 24L";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"381";"3EM0975";"THRUST SPLINE M/C.Y-2 24L";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"382";"3EM0617";"PACKING.D-2366";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"383";"K500039";"RING SNAP.URIMAN 35KW";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"384";"D0002655527";"RECTIFIER ASS'Y.JM DELTA TG-12";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"385";"D0002655176";"RECTIFIER ASS'Y.Y-200 GSL.TG12";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"386";"B0102655047";"SPACER-P. TG";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"387";"K406803";"REAR END SHAFT COVER. KAPPA ISG";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"388";"S0131250513";"PLANET SHAFT ASS'Y.H-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"389";"TM934C00701";"CAP.DAEDONG BS NEW";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"390";"S0001250441";"S/T. H-ENG, 82000";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"391";"A0002655011";"ALT. XG SIGMA 13.5V 120A D128 TG12";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"392";"A466045";"M/SWITCH ASS'Y. GAMMA2 INA. 2M610";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"393";"S0151198557";"INTERNAL GEAR ASS'Y.ANGER FS70";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"394";"13602-06001";"WASHER SPRING.MELROE 3GA";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"395";"4EM1393";"S/ D-2366";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"396";"S0001201626";"S/T. DL06 ENG EXCAVATOR, 30051600039";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"397";"TM019C00903";"THROUGH BOLT.T-CAR V6";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"398";"TM309C00801";"LEVER GUIDE.TS20K,M1G";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"399";"S0091250213";"R/BKT ASS'Y.W-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"400";"G5102601238";"JOINT.TG11";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"401";"S4001215783";"M/SWITCH ASS'Y. GAMMA2 N/ISG";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"402";"TM971C00801";"LEVER/ S.FORD FSERIES";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"403";"G4022655092";"F/BKT M/C.SM-525 TG-11";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"404";"D7182655870";"HEAT SINK M/C.GAMMA";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"405";"4EM1771";"STOP RING.D-3";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"406";"TS162C00201";"BOLT FLANGE.1 TON";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"407";"C0302545308";"BEAR'G COVER.TG9, 11";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"408";"TM700B01301";"RELAY ASS'Y.CS/VT 3TON";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"409";"S0001250882";"S/T. 3TON(F/LIFT) NEW, 41C20";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"410";"S0091202532";"R/B.K.T ASS'Y. V/PENTA 6.0L";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"411";"S5001204622";"COMPLETE REAR PART ASS'Y.NU IMPACT";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"412";"TM015B00401";"INTERNAL GEAR ASS'Y.Y-2 24L";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"413";"AE07192";"NAME PLATE.ALT. BOBCAT V2607. 13.5V 90A";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"414";"G4022655037";"F/BRACKET M/C.DELTA TG11";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"415";"TM800N07101";"YOKE-B/HOLDER ASS'Y.6D16";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"416";"TM100B08701";"YOKE ASS'Y.MX TS9K";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"417";"TM302C01602";"PINION ASS'Y.L-ENGINE(ARMY)";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"418";"3EM0945Q";"STOPPER QUE.D-3";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"419";"S0031209137";"F/BKT ASS'Y.F-ENG EURO6";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"420";"K500217";"WASHER SPRING.CLUB CAR-CW";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"421";"A0002613848";"ALT. BOBCAT V2607. 13.5V 90A TG9";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"422";"S0281208604";"REDUCER ASS'Y. U2 EURO6";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"423";"G4022655656";"F/BRACKET M/C";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"424";"TS061C00104";"SCREW FLANGE.FS";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"425";"34EM1523";"THROUGH BOLT.URIMAN 35KW,CR6FREE";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"426";"TM934C00901";"CAP-S.VOLVO PENTA 30L";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"427";"D7302655143";"TERMINAL B+.Delta TG-11";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"428";"4EM1523";"THROUGH BOLT.DAEDONG CZ100";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"429";"4EM1440";"LEVER SPACER.URIMAN 35KW";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"430";"TM009C05501";"R/BKT ASS'Y.MX 109S";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"431";"S0001198717";"S/T. FG-ENG, 48100";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"432";"F0002655885";"ROTOR ASS'Y.T-250 SG7K";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"433";"S3031198722";"S/ROLLER ASS'Y.ANGER FS70";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"434";"TM055C00601";"LEVER PLATE.FORD FSERIES";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"435";"A466035";"F/BRKT ASS'Y. GAMMA2 INA.";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"436";"S9751198796";"NAME PLATE.FG-ENG";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"437";"TM057B01101";"CENTER BRACKET M/C.20TON TRUCK";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"438";"TM800N01601";"YOKE-BRUSH HOLDER ASS'Y.3 TON";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"439";"B8002606770";"COVER.TB ALPHA.TG-9";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"440";"S4001214924";"MAGNET SWITCH & RELAY.H-ENG ARMY FS80";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"441";"S4631197815";"REAR STOP RING. ESM14";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"442";"S7661198795";"BRACKET,SUB FG-ENG.";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"443";"G5102609913";"JOINT.FG10T";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"444";"S9221214744";"HEX NUT.F-ENG EURO6";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"445";"S971199734";"LEVER SPRING A.FG-ENG";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"446";"3EM1036";"GEAR.3TON";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"447";"TM008N00301";"C/T BKT  ASS'Y.6D16";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"448";"S9101250949";"MAGNET SWITCH SCREW.TS9K";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"449";"D0002655116";"RECTIFIER ASS'Y.XG SIGMA TG12";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"450";"TS061C00105";"SCREW FLANGE.SENTRA";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"451";"A584169";"PULLEY. SG7K(13.5V 75A)";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"452";"TM350C00701";"THRUST SPLINE M/C.JXR";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"453";"S0031203704";"FRONT BRACKET ASS'Y.QZ L-ENG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"454";"TM500B04901";"BRUSH HOLDER ASS?Y.VOLVO PENTA";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"455";"S3511198638";"SPL WASHER ASS'Y.ANGER FS70";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"456";"L0002655588";"PULLEY.DELTA.SPHC 6.0t.PCD58 6GRV";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"457";"TM009C02402";"R/BKT ASS'Y.DAEDONG 50HP";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"458";"TM021C00101";"CONNECTOR.20TON TRUCK";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"459";"S0031206215";"F/BRACKET ASS'Y.NU-S";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"460";"TA930C00301";"FLANGE NUT.MX-CAR.MS";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"461";"S0561215409";"LEVER PACKING.H-ENG ARMY FS80";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"462";"K500153";"HEX  NUT. TM922C00201";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"463";"S9751203963";"NAME PLATE.QZ L-ENG";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"464";"K407033";"PLUNGER ASSY. ESM14";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"465";"3K500536";"WASHER PLAIN. MELROE 700,CR6FREE";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"466";"N9002655415";"SLIP RING GUIDE.TB-ALPHA";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"467";"S0041197110";"LEVER.FS";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"468";"TM400B08902";"MAGNET SWITCH ASS'Y.6D-16";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"469";"TM971C00701";"LEVER/ S.FORD F SERIES";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"470";"M057C0011";"C/BKT.DAE DONG 22HP";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"471";"N9002655541";"SLIP RING GUIDE.THETA";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"472";"S0241250488";"PINION.H-ENG(?????)";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"473";"3EM0727";"LEVER ASS'Y.6D16";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"474";"505762";"C/T BKT ASS'Y.J2/JT S/T";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"475";"TM003B13001";"F/BKT ASS'Y.L-ENG MIXER(DIODE)";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"476";"D0002655826";"RECTIFIER ASS'Y.JOHN DEERE";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"477";"F0002614159";"ROTOR ASS'Y.KAPPA SG8K";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"478";"S0091250076";"REAR BRACKET ASS'Y";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"479";"G4022655031";"F/BKT M/C.SM-520 TG-9";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"480";"S0561250442";"PACKING.15TON";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"481";"S5001223287";"C/REAR PART ASS'Y.GAMMA2 N/ISG";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"482";"S2001210427";"ARMATURE ASS'Y.FS18";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"483";"TM800N07601";"YOKE-B/HOLDER ASS'Y.L-ENGINE ARMY";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"484";"TM003B04402";"F/BKT ASS'Y.M/M(C)F/LIFT";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"485";"B8102611301";"COVER ASS'Y.A2 TG9";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"486";"TM009C02407";"R/BKT ASS'Y.?? 22 HP";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"487";"S0281250796";"REDUCER ASS'Y.U1.6";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"488";"B1402624533";"NUT HEX.Tightennning Pulley.LAMBDA2";"COMP";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"489";"TM003B16901";"F/BKT ASS'Y.MELROE 800";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"490";"L0002655426";"Pulley.Sirius-2";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"491";"TA301B14001";"F/BKT M/C.M-150/5MT";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"492";"B8002711802";"COVER.KAPPA IMP3 70A";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"493";"B8102612728";"COVER ASS'Y. GAMMA AMS OAD";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"494";"G0002610131P";"COMPLETE F/HOUSING.GAMMA ISG AS";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"495";"G4022655039";"F/BRACKET M/C.XG.TG12";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"496";"A0002610454";"ALT. A2 TG9. 4A700. 90A.TG9";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"497";"S0041198657";"LEVER ASS'Y.G-ENG TY FS80";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"498";"4EM1704";"STOP RING.DAEDONG BS NEW";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"499";"TM013C00803";"PLANET SHAFT ASS'Y.V/PENTA 1.7KW";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"500";"3EM0701";"PACKING.6D22";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"501";"TM400B08304";"M/S ASS'Y.W-3";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"502";"B8102616742";"COVER ASS'Y. GAMMA AMS-D TG9";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"503";"S0001209829";"S/T. X-100 ISG. ESM18";"FING";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"504";"S5001205143";"BRUSH HOLDER ASS?Y.LC";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"505";"4EM168601";"WASHER ADJUSTER.6D22";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"506";"S7661195395";"BRACKET,SUB N-ENG";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"507";"3EM0587";"CENTER BRACKET M/C.6D22";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"508";"3EM0731";"GEAR.6D16";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"509";"B8702616744";"NAME PLATE. GAMMA AMS-D TG9";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"510";"S0561250490";"LEVER PACKING.H-ENG";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"511";"TM038C00101";"YOKE PACKING.SIRIUS-2 A/T";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"512";"TM003B16501";"F/BKT ASS'Y.DONGYANG 55HP";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"513";"TM026G00501";"STOPPER GRINDING.20TON TRUCK";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"514";"TM015B00801";"INTERNAL GEAR ASS'Y.SIRIUS-2 AT";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"515";"D6292549591";"CIRCUIT BOARD.DELTA TG11";"SFIN";"PC";"Gamma 2";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"516";"S1001205867";"YOKE ASS'Y.GAMMA-S";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"517";"S9371250944";"SPRING WASHER.TS9K";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"518";"TM931C01801";"ADJUST WASHER(R/R).1TON(TS20K,TS24K)";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"519";"505737";"SHAFT GUIDE.J2/JT";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"520";"S0561197047";"LEVER STOP.KAPPA ISG";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"521";"S0191250938";"THROUGH BOLT.FS14";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"522";"4EM1978";"O-RING.1 TON";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"523";"4EM1685";"PACKING.URIMAN 35KW";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"524";"S9711250221";"LEVER/ S A.3TON ARMY";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"525";"4EM1597";"PACKING.1 TON";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"526";"TM003B13801";"F/BKT ASS'Y.??68HP";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"527";"TM003N00301";"F/BKT ASS'Y. B/COOLER";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"528";"TM400B08501";"M/S ASS'Y.3TON(CS)MEISTER";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"529";"4EM1443";"LEVER PLATE.URIMAN 35KW";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"530";"4EM1540";"LEVER ASS'Y.1 TON";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"531";"TM400B09201";"M/S ASS'Y.??68HP";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"532";"S0131198041";"PLANET SHAFT ASS'Y.DL08";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"533";"TM008B00901";"C/T BKT  ASS'Y.1TON 22KW";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"534";"TM013C00901";"PLANET SHAFT ASS'Y.DELTA A/T";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"535";"A720559";"N/PLATE. GAMMA2 INA 110A SOLID. FG12T";"COMP";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
"536";"B8102614281";"COVER ASS'Y. GAMMA OAD";"SFIN";"PC";"New Project";"1";"2024-05-10 10:00";"System";"2024-05-10 10:00";"System"
